weapon_used	weapon_result	charge	location_major_comm	location_comm	date_of_occurrence	time_of_occurrance	disposition	status	towncode	day_occur	armedrob	burglary	aggassault	simpleassault	sexual	domestic_phys	domestic_verbal	land	land_violent	mob	riot	murder	other	year	month
"NIL"	"NIL"	"PROPERTY THEFT"	"BUSHROD ISLAND"	"DOE COMMUNITY"	"1/1/2018"	"12:00 PM - 03:00 PM"	"PENDING"	"COMPLETED"	10004	"2018-01-01"	0	0	0	0	0	0	0	0	0	0	0	0	1	2018	1
"NIL"	"NIL"	"MISAPPLICATION OF ENTRUSTED PROPERTY"	"PAYNESVILLE"	"SOUL CLINIC COMMUNITY"	"1/1/2018"	"12:00 PM - 03:00 PM"	"WITHDRAWN"	"COMPLETED"	5014	"2018-01-01"	0	1	0	0	0	0	0	0	0	0	0	0	0	2018	1
"NIL"	"NIL"	"COUNTERFEITING"	"PAYNESVILLE"	"ELWA COMMUNITY"	"1/1/2018"	"06:00 AM - 09:00 AM"	"COURT"	"COMPLETED"	8005	"2018-01-01"	0	0	0	0	0	0	0	0	0	0	0	0	1	2018	1
"NIL"	"NIL"	"SIMPLE ASSAULT"	"BUSHROD ISLAND"	"DOE COMMUNITY"	"1/2/2018"	"06:00 AM - 09:00 AM"	"COURT"	"COMPLETED"	10004	"2018-01-02"	0	0	0	1	0	0	0	0	0	0	0	0	0	2018	1
"NIL"	"NIL"	"PROPERTY THEFT"	"PAYNESVILLE"	"ELWA COMMUNITY"	"1/2/2018"	"06:00 AM - 09:00 AM"	"COURT"	"COMPLETED"	8005	"2018-01-02"	0	0	0	0	0	0	0	0	0	0	0	0	1	2018	1
"NIL"	"NIL"	"PROPERTY THEFT"	"PAYNESVILLE"	"REHAB COMMUNITY"	"1/2/2018"	"06:00 AM - 09:00 AM"	"WITHDRAWN "	"COMPLETED"	8006	"2018-01-02"	0	0	0	0	0	0	0	0	0	0	0	0	1	2018	1
"NIL"	"NIL"	"ROBBERY"	"PAYNESVILLE"	"72ND COMMUNITY"	"1/2/2018"	"03:00 PM - 06:00 PM"	"WITHDRAWN"	"COMPLETED"	9012	"2018-01-02"	0	1	0	0	0	0	0	0	0	0	0	0	0	2018	1
"NIL"	"NIL"	"SIMPLE ASSAULT"	"CENTRAL MONROVIA"	"UN DRIVE COMMUNITY"	"1/3/2018"	"06:00 AM - 09:00 AM"	"WITHDRAWN"	"COMPLETED"	2001	"2018-01-03"	0	0	0	1	0	0	0	0	0	0	0	0	0	2018	1
"NIL"	"NIL"	"AGGRAVATED ASSAULT"	"BUSHROD ISLAND"	"DOE COMMUNITY"	"1/3/2018"	"09:00 AM - 12:00 PM"	"PENDING"	"COMPLETED"	10004	"2018-01-03"	0	0	1	0	0	0	0	0	0	0	0	0	0	2018	1
"NIL"	"NIL"	"ROBBERY"	"BUSHROD ISLAND"	"DOE COMMUNITY"	"1/3/2018"	"06:00 PM - 09:00 PM"	"COURT"	"COMPLETED"	10004	"2018-01-03"	0	1	0	0	0	0	0	0	0	0	0	0	0	2018	1
"CUTLASS"	"NIL"	"ROBBERY"	"PAYNESVILLE"	"THINKER VILLAGE COMMUNITY"	"1/3/2018"	"06:00 PM - 09:00 PM"	"WITHDRAWN"	"COMPLETED"	8013	"2018-01-03"	0	1	0	0	0	0	0	0	0	0	0	0	0	2018	1
"NIL"	"NIL"	"BURGLARY"	"BUSHROD ISLAND"	"BONG MINE BRIDGE COMMUNITY"	"1/4/2018"	"00:00 AM - 03:00 AM"	"COURT"	"COMPLETED"	1002	"2018-01-04"	0	1	0	0	0	0	0	0	0	0	0	0	0	2018	1
"NIL"	"NIL"	"PROPERTY THEFT"	"BUSHROD ISLAND"	"POINT FOUR COMMUNITY"	"1/4/2018"	"03:00 PM - 06:00 PM"	"COURT"	"COMPLETED"	1001	"2018-01-04"	0	0	0	0	0	0	0	0	0	0	0	0	1	2018	1
"NIL"	"NIL"	"CRIMINAL MISCHIEF"	"PAYNESVILLE"	"ZUBAH TOWN COMMUNITY"	"1/4/2018"	"06:00 PM - 09:00 PM"	"WITHDRAWN "	"COMPLETED"	5008	"2018-01-04"	0	0	0	0	0	0	0	0	0	0	0	0	1	2018	1
"NIL"	"NIL"	"ROBBERY"	"PAYNESVILLE"	"THINKER VILLAGE COMMUNITY"	"1/4/2018"	"06:00 PM - 09:00 PM"	"PENDING"	"COMPLETED"	8013	"2018-01-04"	0	1	0	0	0	0	0	0	0	0	0	0	0	2018	1
"NIL"	"NIL"	"MISAPPLICATION OF ENTRUSTED PROPERTY"	"PAYNESVILLE"	"72ND COMMUNITY"	"1/4/2018"	"03:00 PM - 06:00 PM"	"WITHDRAWN"	"COMPLETED"	9012	"2018-01-04"	0	1	0	0	0	0	0	0	0	0	0	0	0	2018	1
"NIL"	"NIL"	"PROPERTY THEFT"	"BUSHROD ISLAND"	"DOE COMMUNITY"	"1/5/2018"	"09:00 AM - 12:00 PM"	"COURT"	"COMPLETED"	10004	"2018-01-05"	0	0	0	0	0	0	0	0	0	0	0	0	1	2018	1
"NIL"	"NIL"	"AGGRAVATED ASSAULT"	"PAYNESVILLE"	"72ND COMMUNITY"	"1/5/2018"	"06:00 PM - 09:00 PM"	"WITHDRAWN"	"COMPLETED"	9012	"2018-01-05"	0	0	1	0	0	0	0	0	0	0	0	0	0	2018	1
"CUTLASSES & SINGLE BARREL SHORT GUN"	"WOUND"	"ARMED ROBBERY"	"PAYNESVILLE"	"BARNARD FARM COMMUNITY"	"1/6/2018"	"00:00 AM - 03:00 AM"	"PENDING"	"COMPLETED"	4003	"2018-01-06"	1	0	0	0	0	0	0	0	0	0	0	0	0	2018	1
"CUTLASSES & SINGLE BARREL SHORT GUN"	"WOUND"	"ARMED ROBBERY"	"PAYNESVILLE"	"BARNARD FARM COMMUNITY"	"1/6/2018"	"00:00 AM - 03:00 AM"	"PENDING"	"COMPLETED"	4003	"2018-01-06"	1	0	0	0	0	0	0	0	0	0	0	0	0	2018	1
"NIL"	"NIL"	"PROPERTY THEFT"	"CENTRAL MONROVIA"	"CAREY STREET COMMUNITY"	"1/6/2018"	"09:00 AM - 12:00 PM"	"WITHDRAWN"	"COMPLETED"	2010	"2018-01-06"	0	0	0	0	0	0	0	0	0	0	0	0	1	2018	1
"NIL"	"NIL"	"BURGLARY"	"BUSHROD ISLAND"	"POINT FOUR COMMUNITY"	"1/6/2018"	"03:00 PM - 06:00 PM"	"COURT"	"COMPLETED"	1001	"2018-01-06"	0	1	0	0	0	0	0	0	0	0	0	0	0	2018	1
"NIL"	"NIL"	"CRIMINAL MISCHIEF"	"BUSHROD ISLAND"	"DUALA COMMUNITY"	"1/6/2018"	"06:00 PM - 09:00 PM"	"COURT"	"COMPLETED"	1014	"2018-01-06"	0	0	0	0	0	0	0	0	0	0	0	0	1	2018	1
"NIL"	"NIL"	"AGGRAVATED ASSAULT"	"BUSHROD ISLAND"	"DOE COMMUNITY"	"1/6/2018"	"09:00 AM - 12:00 PM"	"COURT"	"COMPLETED"	10004	"2018-01-06"	0	0	1	0	0	0	0	0	0	0	0	0	0	2018	1
"NIL"	"NIL"	"SIMPLE ASSAULT"	"BUSHROD ISLAND"	"DOE COMMUNITY"	"1/6/2018"	"09:00 AM - 12:00 PM"	"COURT"	"COMPLETED"	10004	"2018-01-06"	0	0	0	1	0	0	0	0	0	0	0	0	0	2018	1
"NIL"	"NIL"	"CRIMINAL MISCHIEF"	"BUSHROD ISLAND"	"DOE COMMUNITY"	"1/6/2018"	"12:00 PM - 03:00 PM"	"WITHDRAWN"	"COMPLETED"	10004	"2018-01-06"	0	0	0	0	0	0	0	0	0	0	0	0	1	2018	1
"NIL"	"NIL"	"MENACING"	"BUSHROD ISLAND"	"DOE COMMUNITY"	"1/6/2018"	"12:00 PM - 03:00 PM"	"COURT"	"COMPLETED"	10004	"2018-01-06"	0	0	0	0	0	0	0	0	0	0	0	0	1	2018	1
"NIL"	"NIL"	"PROPERTY THEFT"	"BUSHROD ISLAND"	"DOE COMMUNITY"	"1/7/2018"	"09:00 AM - 12:00 PM"	"WITHDRAWN"	"COMPLETED"	10004	"2018-01-07"	0	0	0	0	0	0	0	0	0	0	0	0	1	2018	1
"NIL"	"NIL"	"PROPERTY THEFT"	"BUSHROD ISLAND"	"DOE COMMUNITY"	"1/7/2018"	"06:00 AM - 09:00 AM"	"PENDING"	"COMPLETED"	10004	"2018-01-07"	0	0	0	0	0	0	0	0	0	0	0	0	1	2018	1
"NIL"	"NIL"	"ROBBERY"	"BUSHROD ISLAND"	"DOE COMMUNITY"	"1/7/2018"	"09:00 AM - 12:00 PM"	"WITHDRAWN"	"COMPLETED"	10004	"2018-01-07"	0	1	0	0	0	0	0	0	0	0	0	0	0	2018	1
"NIL"	"NIL"	"PROPERTY THEFT"	"PAYNESVILLE"	"PARKER PAINT COMMUNITY"	"1/7/2018"	"12:00 PM - 03:00 PM"	"COURT"	"COMPLETED"	5013	"2018-01-07"	0	0	0	0	0	0	0	0	0	0	0	0	1	2018	1
"NIL"	"NIL"	"PROPERTY THEFT"	"BUSHROD ISLAND"	"DUALA COMMUNITY "	"1/7/2018"	"NIL"	"WITHDRAWN "	"COMPLETED"	1014	"2018-01-07"	0	0	0	0	0	0	0	0	0	0	0	0	1	2018	1
"NIL"	"NIL"	"PROPERTY THEFT"	"PAYNESVILLE"	"NEEZOE COMMUNITY"	"1/7/2018"	"06:00 AM - 09:00 AM"	"WITHDRAWN"	"COMPLETED"	9018	"2018-01-07"	0	0	0	0	0	0	0	0	0	0	0	0	1	2018	1
"NIL"	"NIL"	"PROPERTY THEFT"	"BUSHROD ISLAND"	"DOE COMMUNITY"	"1/8/2018"	"09:00 AM - 12:00 PM"	"WITHDRAWN"	"COMPLETED"	10004	"2018-01-08"	0	0	0	0	0	0	0	0	0	0	0	0	1	2018	1
"NIL"	"NIL"	"AGGRAVATED ASSAULT"	"BUSHROD ISLAND"	"DOE COMMUNITY"	"1/8/2018"	"06:00 PM - 09:00 PM"	"COURT"	"COMPLETED"	10004	"2018-01-08"	0	0	1	0	0	0	0	0	0	0	0	0	0	2018	1
"NIL"	"NIL"	"AGGRAVATED ASSAULT"	"BUSHROD ISLAND"	"NEW GEORGIA COMMUNITY"	"1/8/2018"	"09:00 AM - 12:00 PM"	"COURT"	"COMPLETED"	4020	"2018-01-08"	0	0	1	0	0	0	0	0	0	0	0	0	0	2018	1
"NIL"	"NIL"	"AGGRAVATED ASSAULT"	"PAYNESVILLE"	"R2 COMMUNITY"	"1/8/2018"	"09:00 AM - 12:00 PM"	"WITHDRAWN"	"COMPLETED"	8017	"2018-01-08"	0	0	1	0	0	0	0	0	0	0	0	0	0	2018	1
"NIL"	"NIL"	"TERRORISTIC THREATS"	"PAYNESVILLE"	"NECKE TOWN COMMUNITY"	"1/8/2018"	"12:00 PM - 03:00 PM"	"PENDING"	"COMPLETED"	9028	"2018-01-08"	0	0	0	0	0	0	0	0	0	0	0	0	1	2018	1
"NIL"	"NIL"	"PROPERTY THEFT"	"BUSHROD ISLAND"	"CLARA TOWN COMMUNITY"	"1/9/2018"	"06:00 AM - 09:00 AM"	"WITHDRAWN "	"COMPLETED"	10002	"2018-01-09"	0	0	0	0	0	0	0	0	0	0	0	0	1	2018	1
"NIL"	"NIL"	"AGGRAVATED ASSAULT"	"BUSHROD ISLAND"	"DOE COMMUNITY"	"1/9/2018"	"06:00 AM - 09:00 AM"	"COURT"	"COMPLETED"	10004	"2018-01-09"	0	0	1	0	0	0	0	0	0	0	0	0	0	2018	1
"NIL"	"NIL"	"SIMPLE ASSAULT"	"BUSHROD ISLAND"	"DOE COMMUNITY"	"1/9/2018"	"09:00 AM - 12:00 PM"	"WITHDRAWN"	"COMPLETED"	10004	"2018-01-09"	0	0	0	1	0	0	0	0	0	0	0	0	0	2018	1
"NIL"	"NIL"	"RECEIVING MONEY UNDER FALSE PRETENT"	"BUSHROD ISLAND"	"JAMAICA ROAD COMMUNITY"	"1/9/2018"	"06:00 PM - 09:00 PM"	"WITHDRAWN "	"COMPLETED"	10020	"2018-01-09"	0	0	0	0	0	0	0	0	0	0	0	0	1	2018	1
"NIL"	"NIL"	"PROPERTY THEFT"	"BREWERVILLE"	"DUALA COMMUNITY "	"1/9/2018"	"03:00 PM - 06:00 PM"	"PENDING"	"COMPLETED"	1014	"2018-01-09"	0	0	0	0	0	0	0	0	0	0	0	0	1	2018	1
"NIL"	"NIL"	"AGGRAVATED ASSAULT"	"BUSHROD ISLAND"	"JAMAICA ROAD COMMUNITY"	"1/11/2018"	"06:00 AM - 09:00 AM"	"COURT"	"COMPLETED"	10020	"2018-01-11"	0	0	1	0	0	0	0	0	0	0	0	0	0	2018	1
"NIL"	"NIL"	"CRIMINAL MISCHIEF"	"BUSHROD ISLAND"	"DOE COMMUNITY"	"1/11/2018"	"12:00 PM - 03:00 PM"	"COURT"	"COMPLETED"	10004	"2018-01-11"	0	0	0	0	0	0	0	0	0	0	0	0	1	2018	1
"NIL"	"NIL"	"DISORDERLY CONDUCT"	"PAYNESVILLE"	"ELWA COMMUNITY"	"1/11/2018"	"12:00 PM - 03:00 PM"	"WITHDRAWN "	"COMPLETED"	8005	"2018-01-11"	0	0	0	0	0	0	0	0	0	0	0	0	1	2018	1
"SINGLE BARREL SHORT GUN"	"WOUND"	"ARMED ROBBERY"	"PAYNESVILLE"	"COCO COLA FACTORY COMMUNITY"	"1/12/2018"	"03:00 AM - 06:00 AM"	"COURT"	"COMPLETED"	9020	"2018-01-12"	1	0	0	0	0	0	0	0	0	0	0	0	0	2018	1
"NIL"	"NIL"	"PROPERTY THEFT"	"BREWERVILLE"	"BABY MA JUNCTION COMMUNITY "	"1/12/2018"	"NIL"	"WITHDRAWN "	"COMPLETED"	6003	"2018-01-12"	0	0	0	0	0	0	0	0	0	0	0	0	1	2018	1
"NIL"	"NIL"	"CRIMINAL FACILITATION"	"PAYNESVILLE"	"R-2 COMMUNITY"	"1/12/2018"	"06:00 AM - 09:00 AM"	"WITHDRAWN "	"COMPLETED"	8017	"2018-01-12"	0	0	0	0	0	0	0	0	0	0	0	0	1	2018	1
"NIL"	"NIL"	"CRIMINAL FACILITATION"	"PAYNESVILLE"	"R-2 COMMUNITY"	"1/12/2018"	"06:00 AM - 09:00 AM"	"WITHDRAWN "	"COMPLETED"	8017	"2018-01-12"	0	0	0	0	0	0	0	0	0	0	0	0	1	2018	1
"NIL"	"NIL"	"AGGRAVATED ASSAULT"	"BUSHROD ISLAND"	"POINT FOUR COMMUNITY"	"1/13/2018"	"06:00 PM - 09:00 PM"	"COURT"	"COMPLETED"	1001	"2018-01-13"	0	0	1	0	0	0	0	0	0	0	0	0	0	2018	1
"NIL"	"NIL"	"PROPERTY THEFT"	"BUSHROD ISLAND"	"DOE COMMUNITY"	"1/14/2018"	"03:00 PM - 06:00 PM"	"WITHDRAWN "	"COMPLETED"	10004	"2018-01-14"	0	0	0	0	0	0	0	0	0	0	0	0	1	2018	1
"NIL"	"NIL"	"SIMPLE ASSAULT"	"PAYNESVILLE"	"SOUL CLINIC COMMUNITY"	"1/14/2018"	"09:00 AM - 12:00 PM"	"COURT"	"COMPLETED"	5014	"2018-01-14"	0	0	0	1	0	0	0	0	0	0	0	0	0	2018	1
"NIL"	"NIL"	"PROPERTY THEFT"	"BUSHROD ISLAND"	"DOE COMMUNITY"	"1/15/2018"	"03:00 PM - 06:00 PM"	"COURT"	"COMPLETED"	10004	"2018-01-15"	0	0	0	0	0	0	0	0	0	0	0	0	1	2018	1
"NIL"	"NIL"	"SIMPLE ASSAULT"	"PAYNESVILLE"	"SOUL CLINIC COMMUNITY"	"1/15/2018"	"09:00 AM - 12:00 PM"	"COURT"	"COMPLETED"	5014	"2018-01-15"	0	0	0	1	0	0	0	0	0	0	0	0	0	2018	1
"NIL"	"NIL"	"PROPERTY THEFT"	"PAYNESVILLE"	"REHAB COMMUNITY"	"1/15/2018"	"06:00 PM - 09:00 PM"	"WITHDRAWN "	"COMPLETED"	8006	"2018-01-15"	0	0	0	0	0	0	0	0	0	0	0	0	1	2018	1
"NIL"	"NIL"	"AGGRAVATED ASSAULT"	"PAYNESVILLE"	"VOKER MISSION COMMUNITY"	"1/16/2018"	"09:00 AM - 12:00 PM"	"COURT"	"COMPLETED"	5015	"2018-01-16"	0	0	1	0	0	0	0	0	0	0	0	0	0	2018	1
"NIL"	"NIL"	"PROPERTY THEFT"	"PAYNESVILLE"	"SOUL CLINIC COMMUNITY"	"1/16/2018"	"06:00 AM - 09:00 AM"	"COURT"	"COMPLETED"	5014	"2018-01-16"	0	0	0	0	0	0	0	0	0	0	0	0	1	2018	1
"NIL"	"NIL"	"CRIMINAL MISCHIEF"	"PAYNESVILLE"	"72ND COMMUNITY"	"1/17/2018"	"03:00 PM - 06:00 PM"	"WITHDRAWN"	"COMPLETED"	9012	"2018-01-17"	0	0	0	0	0	0	0	0	0	0	0	0	1	2018	1
"CUTLASSES & SINGLE BARREL SHORT GUN"	"WOUND"	"ARMED ROBBERY"	"PAYNESVILLE"	"BARNARD FARM COMMUNITY"	"1/18/2018"	"00:00 AM - 03:00 AM"	"PENDING"	"COMPLETED"	4003	"2018-01-18"	1	0	0	0	0	0	0	0	0	0	0	0	0	2018	1
"NIL"	"NIL"	"AGGRAVATED ASSAULT"	"PAYNESVILLE"	"72ND COMMUNITY"	"1/18/2018"	"12:00 PM - 03:00 PM"	"COURT"	"COMPLETED"	9012	"2018-01-18"	0	0	1	0	0	0	0	0	0	0	0	0	0	2018	1
"NIL"	"NIL"	"PROPERTY THEFT"	"BUSHROD ISLAND"	"DOE COMMUNITY"	"1/19/2018"	"12:00 PM - 03:00 PM"	"COURT"	"COMPLETED"	10004	"2018-01-19"	0	0	0	0	0	0	0	0	0	0	0	0	1	2018	1
"NIL"	"NIL"	"AGGRAVATED ASSAULT"	"CONGO TOWN"	"PEACE ISLAND COMMUNITY"	"1/19/2018"	"06:00 PM - 09:00 PM"	"WITHDRAWN "	"COMPLETED"	3000	"2018-01-19"	0	0	1	0	0	0	0	0	0	0	0	0	0	2018	1
"NIL"	"NIL"	"PROPERTY THEFT"	"PAYNESVILLE"	"REHAB COMMUNITY"	"1/19/2018"	"12:00 PM - 03:00 PM"	"PENDING"	"COMPLETED"	8006	"2018-01-19"	0	0	0	0	0	0	0	0	0	0	0	0	1	2018	1
"NIL"	"NIL"	"AGGRAVATED ASSAULT"	"PAYNESVILLE"	"REHAB COMMUNITY"	"1/20/2018"	"12:00 PM - 03:00 PM"	"COURT"	"COMPLETED"	8006	"2018-01-20"	0	0	1	0	0	0	0	0	0	0	0	0	0	2018	1
"NIL"	"NIL"	"PROPERTY THEFT"	"PAYNESVILLE"	"REHAB COMMUNITY"	"1/23/2018"	"12:00 PM - 03:00 PM"	"PENDING"	"COMPLETED"	8006	"2018-01-23"	0	0	0	0	0	0	0	0	0	0	0	0	1	2018	1
"CUTLASSES & SINGLE BARREL SHORT GUN"	"WOUND"	"ARMED ROBBERY"	"PAYNESVILLE"	"JOE BAY COMMUNITY"	"1/24/2018"	"09:00 PM - 00:00 AM"	"PENDING"	"COMPLETED"	5000	"2018-01-24"	1	0	0	0	0	0	0	0	0	0	0	0	0	2018	1
"NIL"	"NIL"	"BURGLARY"	"BUSHROD ISLAND"	"DOE COMMUNITY"	"1/24/2018"	"12:00 PM - 03:00 PM"	"PENDING"	"COMPLETED"	10004	"2018-01-24"	0	1	0	0	0	0	0	0	0	0	0	0	0	2018	1
"NIL"	"NIL"	"PROPERTY THEFT"	"BUSHROD ISLAND"	"DOE COMMUNITY"	"1/24/2018"	"06:00 AM - 09:00 AM"	"PENDING"	"COMPLETED"	10004	"2018-01-24"	0	0	0	0	0	0	0	0	0	0	0	0	1	2018	1
"CUTLASSES & SINGLE BARREL SHORT GUN"	"WOUND"	"ARMED ROBBERY"	"PAYNESVILLE"	"SOUL CLINIC COMMUNITY"	"1/25/2018"	"00:00 AM - 03:00 AM"	"PENDING"	"COMPLETED"	5014	"2018-01-25"	1	0	0	0	0	0	0	0	0	0	0	0	0	2018	1
"NIL"	"NIL"	"CRIMINAL MISCHIEF"	"BREWERVILLE"	"BABY MA JUNCTION COMMUNITY "	"1/25/2018"	"06:00 PM - 09:00 PM"	"WITHDRAWN "	"COMPLETED"	6003	"2018-01-25"	0	0	0	0	0	0	0	0	0	0	0	0	1	2018	1
"NIL"	"NIL"	"BURGLARY"	"PAYNESVILLE"	"THINKER VILLAGE COMMUNITY"	"2/2/2018"	"06:00 AM - 09:00 AM"	"PENDING"	"COMPLETED"	8013	"2018-02-02"	0	1	0	0	0	0	0	0	0	0	0	0	0	2018	2
"NIL"	"NIL"	"BURGLARY"	"PAYNESVILLE"	"VOA COMMUNITY"	"2/8/2018"	"06:00 AM - 09:00 AM"	"PENDING"	"COMPLETED"	8004	"2018-02-08"	0	1	0	0	0	0	0	0	0	0	0	0	0	2018	2
"NIL"	"NIL"	"PROPERTY THEFT"	"CENTRAL MONROVIA"	"UN DRIVE COMMUNITY"	"2/12/2018"	"12:00 PM - 03:00 PM"	"WITHDRAWN"	"COMPLETED"	2001	"2018-02-12"	0	0	0	0	0	0	0	0	0	0	0	0	1	2018	2
"NIL"	"NIL"	"PROPERTY THEFT"	"CENTRAL MONROVIA"	"CAREY STREET COMMUNITY"	"2/13/2018"	"12:00 PM - 03:00 PM"	"WITHDRAWN"	"COMPLETED"	2010	"2018-02-13"	0	0	0	0	0	0	0	0	0	0	0	0	1	2018	2
"NIL"	"NIL"	"PROPERTY THEFT"	"CENTRAL MONROVIA"	"CAREY STREET COMMUNITY"	"2/11/2018"	"09:00 AM - 12:00 PM"	"WITHDRAWN"	"COMPLETED"	2010	"2018-02-11"	0	0	0	0	0	0	0	0	0	0	0	0	1	2018	2
"NIL"	"NIL"	"ROBBERY"	"BUSHROD ISLAND"	"POINT 4 COMMUNITY"	"2/18/2018"	"06:00 PM - 09:00 PM"	"COURT"	"COMPLETED"	1001	"2018-02-18"	0	1	0	0	0	0	0	0	0	0	0	0	0	2018	2
"NIL"	"NIL"	"ROBBERY"	"BUSHROD ISLAND"	"POINT 4 COMMUNITY"	"2/19/2018"	"09:00 AM - 12:00 PM"	"COURT"	"COMPLETED"	1001	"2018-02-19"	0	1	0	0	0	0	0	0	0	0	0	0	0	2018	2
"NIL"	"NIL"	"PROPERTY THEFT"	"CENTRAL MONROVIA"	"CAREY STREET COMMUNITY"	"2/15/2018"	"09:00 PM - 00:00 AM"	"PENDING"	"COMPLETED"	2010	"2018-02-15"	0	0	0	0	0	0	0	0	0	0	0	0	1	2018	2
"NIL"	"NIL"	"BURGLARY"	"CENTRAL MONROVIA"	"POLICE BARRACK, HORTON AVENUE "	"2/17/2018"	"03:00 AM - 06:00 AM"	"COURT"	"COMPLETED"	5010	"2018-02-17"	0	1	0	0	0	0	0	0	0	0	0	0	0	2018	2
"NIL"	"NIL"	"SIMPLE ASSAULT"	"CENTRAL MONROVIA"	"CAREY STREET COMMUNITY"	"2/7/2018"	"06:00 AM - 09:00 AM"	"WITHDRAWN"	"COMPLETED"	2010	"2018-02-07"	0	0	0	1	0	0	0	0	0	0	0	0	0	2018	2
"NIL"	"NIL"	"SIMPLE ASSAULT"	"BUSHROD ISLAND"	"CLARA TOWN COMMUNITY"	"2/4/2018"	"09:00 AM - 12:00 PM"	"WITHDRAWN "	"COMPLETED"	10002	"2018-02-04"	0	0	0	1	0	0	0	0	0	0	0	0	0	2018	2
"NIL"	"NIL"	"PROPERTY THEFT"	"BUSHROD ISLAND"	"LPRC COMMUNITY"	"2/5/2018"	"09:00 AM - 12:00 PM"	"COURT"	"COMPLETED"	4013	"2018-02-05"	0	0	0	0	0	0	0	0	0	0	0	0	1	2018	2
"NIL"	"NIL"	"PROPERTY THEFT"	"BUSHROD ISLAND"	"LPRC COMMUNITY"	"2/5/2018"	"03:00 PM - 06:00 PM"	"COURT"	"COMPLETED"	4013	"2018-02-05"	0	0	0	0	0	0	0	0	0	0	0	0	1	2018	2
"NIL"	"NIL"	"PROPERTY THEFT"	"BUSHROD ISLAND"	"LPRC COMMUNITY"	"2/5/2018"	"06:00 PM - 09:00 PM"	"COURT"	"COMPLETED"	4013	"2018-02-05"	0	0	0	0	0	0	0	0	0	0	0	0	1	2018	2
"NIL"	"NIL"	"PROPERTY THEFT"	"BUSHROD ISLAND"	"LPRC COMMUNITY"	"2/6/2018"	"09:00 AM - 12:00 PM"	"COURT"	"COMPLETED"	4013	"2018-02-06"	0	0	0	0	0	0	0	0	0	0	0	0	1	2018	2
"NIL"	"NIL"	"PROPERTY THEFT"	"BUSHROD ISLAND"	"LPRC COMMUNITY"	"2/6/2018"	"03:00 AM - 06:00 AM"	"COURT"	"COMPLETED"	4013	"2018-02-06"	0	0	0	0	0	0	0	0	0	0	0	0	1	2018	2
"NIL"	"NIL"	"PROPERTY THEFT"	"BUSHROD ISLAND"	"LPRC COMMUNITY"	"2/6/2018"	"03:00 PM - 06:00 PM"	"COURT"	"COMPLETED"	4013	"2018-02-06"	0	0	0	0	0	0	0	0	0	0	0	0	1	2018	2
"NIL"	"NIL"	"PROPERTY THEFT"	"BUSHROD ISLAND"	"LPRC COMMUNITY"	"2/6/2018"	"03:00 PM - 06:00 PM"	"PENDING "	"COMPLETED"	4013	"2018-02-06"	0	0	0	0	0	0	0	0	0	0	0	0	1	2018	2
"NIL"	"NIL"	"SIMPLE ASSAULT"	"CENTRAL MONROVIA"	"CAREY STREET COMMUNITY"	"1/22/2018"	"09:00 AM - 12:00 PM"	"WITHDRAWN "	"COMPLETED"	2010	"2018-01-22"	0	0	0	1	0	0	0	0	0	0	0	0	0	2018	1
"NIL"	"NIL"	"SIMPLE ASSAULT"	"CENTRAL MONROVIA"	"MECHLIN STREET COMMUNITY"	"2/7/2018"	"00:00 AM - 03:00 AM"	"WITHDRAWN "	"COMPLETED"	2005	"2018-02-07"	0	0	0	1	0	0	0	0	0	0	0	0	0	2018	2
"NIL"	"NIL"	"SIMPLE ASSAULT"	"CENTRAL MONROVIA"	"PHP COMMUNITY"	"2/7/2018"	"06:00 AM - 09:00 AM"	"WITHDRAWN "	"COMPLETED"	2004	"2018-02-07"	0	0	0	1	0	0	0	0	0	0	0	0	0	2018	2
"NIL"	"NIL"	"PROPERTY THEFT"	"CENTRAL MONROVIA"	"CAREY STREET COMMUNITY"	"2/13/2018"	"09:00 AM - 12:00 PM"	"PENDING "	"COMPLETED"	2010	"2018-02-13"	0	0	0	0	0	0	0	0	0	0	0	0	1	2018	2
"NIL"	"NIL"	"PROPERTY THEFT"	"CENTRAL MONROVIA"	"MECHLIN STREET COMMUNITY"	"1/23/2018"	"03:00 PM - 06:00 PM"	"COURT"	"COMPLETED"	2005	"2018-01-23"	0	0	0	0	0	0	0	0	0	0	0	0	1	2018	1
"NIL"	"NIL"	"SIMPLE ASSAULT"	"CENTRAL MONROVIA"	"PHP COMMUNITY"	"2/5/2018"	"06:00 PM - 09:00 PM"	"WITHDRAWN "	"COMPLETED"	2004	"2018-02-05"	0	0	0	1	0	0	0	0	0	0	0	0	0	2018	2
"NIL"	"NIL"	"PROPERTY THEFT"	"BREWERVILLE"	"BABYMA JUNCTION COMMUNITY"	"2/2/2018"	"12:00 PM - 03:00 PM"	"PENDING "	"COMPLETED"	6003	"2018-02-02"	0	0	0	0	0	0	0	0	0	0	0	0	1	2018	2
"NIL"	"NIL"	"PROPERTY THEFT"	"BREWERVILLE"	"BABYMA JUNCTION COMMUNITY"	"2/3/2018"	"06:00 AM - 09:00 AM"	"WITHDRAWN "	"COMPLETED"	6003	"2018-02-03"	0	0	0	0	0	0	0	0	0	0	0	0	1	2018	2
